State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Andhra Pradesh,Nandyal,B C RAMANADHA AREDDY,Independent,472,0.03,Lost
Andhra Pradesh,Nandyal,GAJULA SHALIMIYA,Anna YSR Congress Party,486,0.03,Lost
Andhra Pradesh,Nandyal,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,430,0.03,Lost
Andhra Pradesh,Nandyal,CH P MALLESWARUDU,Independent,421,0.03,Lost
Andhra Pradesh,Nandyal,I V PAKKIR REDDY,Independent,410,0.03,Lost
Andhra Pradesh,Nandyal,V MADHUSUDHANA REDDY,Independent,401,0.03,Lost
Andhra Pradesh,Nandyal,BUSHAKU MAHESWARA REDDY,Independent,390,0.03,Lost
Andhra Pradesh,Nandyal,U P MUNI REDDY,Independent,376,0.03,Lost
Andhra Pradesh,Nandyal,GOGULA SUGUNAMMA,Jai Maha Bharath Party,379,0.03,Lost
Andhra Pradesh,Nandyal,BELLAMKONDA SREENIVASULU,Independent,353,0.03,Lost
Andhra Pradesh,Nandyal,BALIJA SHIVA KUMAR,Independent,288,0.02,Lost
Andhra Pradesh,Nandyal,NOTA,None of the Above,10697,0.76,Lost
Andhra Pradesh,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,707343,57.46,Won
Andhra Pradesh,Narsapuram,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,430541,34.98,Lost
Andhra Pradesh,Narsapuram,K.B.R.NAIDU,Indian National Congress,35213,2.86,Lost
Andhra Pradesh,Narsapuram,PRASANNA KUMAR UNDURTHI,Independent,6364,0.52,Lost
Andhra Pradesh,Narsapuram,MEDAPATI VENKATA VARAHALA REDDY,Independent,5969,0.48,Lost
Andhra Pradesh,Narsapuram,SIRRA RAJU,Bahujan Samaj Party,6014,0.49,Lost
Andhra Pradesh,Narsapuram,BALAGAM NAYAKAR,Independent,5240,0.43,Lost
Andhra Pradesh,Narsapuram,NALLI RAJESH,Independent,4684,0.38,Lost
Andhra Pradesh,Narsapuram,KETHA SREENU,Independent,3145,0.26,Lost
Andhra Pradesh,Narsapuram,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3116,0.25,Lost
Andhra Pradesh,Narsapuram,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2783,0.23,Lost
Andhra Pradesh,Narsapuram,ANAND CHANDULAL JASTI,Independent,2726,0.22,Lost
Andhra Pradesh,Narsapuram,GANJI PURNIMA,Republican Party of India (A),1649,0.13,Lost
Andhra Pradesh,Narsapuram,GEDALA LAXMANA RAO,Independent,1527,0.12,Lost
Andhra Pradesh,Narsapuram,ADDANKI DORABABU,Independent,1393,0.11,Lost
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1384,0.11,Lost
Andhra Pradesh,Narsapuram,ADINARAYANA DUPPANAPUDI,Independent,1007,0.08,Lost
Andhra Pradesh,Narsapuram,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,930,0.08,Lost
Andhra Pradesh,Narsapuram,RAMA DURGA PRASAD THOLETI,Independent,920,0.07,Lost
Andhra Pradesh,Narsapuram,RUKHMINI,Independent,686,0.06,Lost
Andhra Pradesh,Narsapuram,ADABALA SIVA,Independent,683,0.06,Lost
Andhra Pradesh,Narsapuram,NOTA,None of the Above,7677,0.62,Lost
Andhra Pradesh,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,807996,53.88,Won
Andhra Pradesh,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,648267,43.23,Lost
Andhra Pradesh,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,18046,1.2,Lost
Andhra Pradesh,Narsaraopet,ORSU PREMARAJU,Bahujan Samaj Party,5309,0.35,Lost
Andhra Pradesh,Narsaraopet,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2336,0.16,Lost
Andhra Pradesh,Narsaraopet,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1245,0.08,Lost
Andhra Pradesh,Narsaraopet,YAMPATI VEERANJANEYA REDDY,Independent,1057,0.07,Lost
Andhra Pradesh,Narsaraopet,SUBBARAO CHALLA,Independent,1051,0.07,Lost
Andhra Pradesh,Narsaraopet,ABDUL RAJAK SHAIK,Independent,723,0.05,Lost
Andhra Pradesh,Narsaraopet,KOTA POTHURAJU,Pyramid Party of India,670,0.04,Lost
Andhra Pradesh,Narsaraopet,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,388,0.03,Lost
Andhra Pradesh,Narsaraopet,PASUPULETI PICHAIAH,National Nava Kranthi Party,356,0.02,Lost
Andhra Pradesh,Narsaraopet,PAPPULA SAMBASIVA RAO,Navarang Congress Party,332,0.02,Lost
Andhra Pradesh,Narsaraopet,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,309,0.02,Lost
Andhra Pradesh,Narsaraopet,THOKALA NAGA RAJU,All India Forward Bloc,285,0.02,Lost
Andhra Pradesh,Narsaraopet,NOTA,None of the Above,11199,0.75,Lost
Andhra Pradesh,Nellore,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,766202,55.7,Won
Andhra Pradesh,Nellore,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,520300,37.82,Lost
Andhra Pradesh,Nellore,KOPPULA RAJU,Indian National Congress,54844,3.99,Lost
Andhra Pradesh,Nellore,BHASKAR NASINA,Bahujan Samaj Party,5811,0.42,Lost
Andhra Pradesh,Nellore,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2804,0.2,Lost
Andhra Pradesh,Nellore,KOPPALA RAGHU,Independent,2015,0.15,Lost
Andhra Pradesh,Nellore,GAJULA SOMA SEKHAR,Jai Bharat National Party,1779,0.13,Lost
Andhra Pradesh,Nellore,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1330,0.1,Lost
Andhra Pradesh,Nellore,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1233,0.09,Lost
Andhra Pradesh,Nellore,MALLEPALLY RAGHU,Navarang Congress Party,1105,0.08,Lost
Andhra Pradesh,Nellore,SHAIK SHAFI AHMED,All India Forward Bloc,1037,0.08,Lost
Andhra Pradesh,Nellore,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,600,0.04,Lost
Andhra Pradesh,Nellore,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,558,0.04,Lost
Andhra Pradesh,Nellore,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),454,0.03,Lost
Andhra Pradesh,Nellore,NOTA,None of the Above,15577,1.13,Lost
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,701894,49.35,Won
Andhra Pradesh,Ongole,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,651695,45.82,Lost
Andhra Pradesh,Ongole,EDA SUDHAKARA REDDY,Indian National Congress,26722,1.88,Lost
Andhra Pradesh,Ongole,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6314,0.44,Lost
Andhra Pradesh,Ongole,BUCHI EDUKONDALU,Independent,3048,0.21,Lost
Andhra Pradesh,Ongole,PODILI RAMBABU,Independent,3073,0.22,Lost
Andhra Pradesh,Ongole,ORSU VEENA,Jai Bharat National Party,2267,0.16,Lost
Andhra Pradesh,Ongole,BONTHA RANGA REDDY,Independent,1923,0.14,Lost
Andhra Pradesh,Ongole,BODDU KRANTHI KUMAR,Independent,1798,0.13,Lost
Andhra Pradesh,Ongole,MOHAN GOUD J V,Independent,1447,0.1,Lost
Andhra Pradesh,Ongole,U MADHU BABU,Independent,1008,0.07,Lost
Andhra Pradesh,Ongole,KARATAPU RAJU,Independent,735,0.05,Lost
Andhra Pradesh,Ongole,JAGADEESH RAYAPATI,Independent,725,0.05,Lost
Andhra Pradesh,Ongole,DEVIREDDY BALANJANEYULU,Independent,716,0.05,Lost
Andhra Pradesh,Ongole,HARI PRASAD TUPAKULA,Independent,711,0.05,Lost
Andhra Pradesh,Ongole,PASAM VENKATESWARLU YADAV,Samajwadi Party,743,0.05,Lost
Andhra Pradesh,Ongole,SURYA TEJA KOTA,Pyramid Party of India,683,0.05,Lost
Andhra Pradesh,Ongole,AKUMALLA MALLIKARJUNA REDDY,Independent,575,0.04,Lost
Andhra Pradesh,Ongole,VESHAPOGU GURAVABABU,Independent,461,0.03,Lost
Andhra Pradesh,Ongole,KOMMU YOHANU,Liberation Congress Party,461,0.03,Lost
Andhra Pradesh,Ongole,SESHUBABU GUDDANTI,Independent,449,0.03,Lost
Andhra Pradesh,Ongole,SINGAMNENI SREEKANTH,Independent,410,0.03,Lost
Andhra Pradesh,Ongole,YARRA DASARADHARAMAIAH,Independent,394,0.03,Lost
Andhra Pradesh,Ongole,KOTA VAMSI KRISHNA,Independent,365,0.03,Lost
Andhra Pradesh,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,392,0.03,Lost
Andhra Pradesh,Ongole,NOTA,None of the Above,13205,0.93,Lost
Andhra Pradesh,Rajahmundry,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,726515,54.82,Won
Andhra Pradesh,Rajahmundry,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,487376,36.77,Lost
Andhra Pradesh,Rajahmundry,GIDUGU RUDRARAJU,Indian National Congress,32508,2.45,Lost
Andhra Pradesh,Rajahmundry,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20409,1.54,Lost
Andhra Pradesh,Rajahmundry,BATTULA BALARAMAKRISHNA,Navarang Congress Party,17008,1.28,Lost
Andhra Pradesh,Rajahmundry,SALOPANTULA RAGHAVENDRA RAO,Independent,3278,0.25,Lost
Andhra Pradesh,Rajahmundry,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3115,0.24,Lost
Andhra Pradesh,Rajahmundry,MOHANARAO SINGULURI,Jai Bharat National Party,2833,0.21,Lost
Andhra Pradesh,Rajahmundry,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2429,0.18,Lost
Andhra Pradesh,Rajahmundry,BOMMANABOINA VSR MURTHY,Independent,2179,0.16,Lost
Andhra Pradesh,Rajahmundry,BHANU CHANDAR KURUVELLA,Independent,1958,0.15,Lost
Andhra Pradesh,Rajahmundry,JALLI BALA NAVEENA,Independent,1254,0.09,Lost
Andhra Pradesh,Rajahmundry,NOTA,None of the Above,24435,1.84,Lost
Andhra Pradesh,Rajampet,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,644844,48.38,Won
Andhra Pradesh,Rajampet,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,568773,42.67,Lost
Andhra Pradesh,Rajampet,SHAIK BASHEED,Indian National Congress,53300,4,Lost
Andhra Pradesh,Rajampet,ABBAVARAM UGENDRA,Bahujan Samaj Party,12363,0.93,Lost
Andhra Pradesh,Rajampet,POOLA REDDY SEKHAR,Independent,6100,0.46,Lost
Andhra Pradesh,Rajampet,NAGARAJU JETTI,Independent,5999,0.45,Lost
Andhra Pradesh,Rajampet,PRADEEP PENAMADU,All India Forward Bloc,5672,0.43,Lost
Andhra Pradesh,Rajampet,CHOUDVARAM SUBBANARASAIAH,Independent,4735,0.36,Lost
Andhra Pradesh,Rajampet,PULI SREENIVASULU,Independent,4616,0.35,Lost
Andhra Pradesh,Rajampet,SREENIVASULU MARRIPATI,Independent,4443,0.33,Lost
Andhra Pradesh,Rajampet,AKBAR M BASHA,Anna YSR Congress Party,2411,0.18,Lost
Andhra Pradesh,Rajampet,SANGARAJU NAGESWARA RAJU,Independent,1535,0.12,Lost
Andhra Pradesh,Rajampet,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415,0.11,Lost
Andhra Pradesh,Rajampet,BATTHALA RAMANAIAH,Jai Bharat National Party,1366,0.1,Lost
Andhra Pradesh,Rajampet,DODDAPANENI RAJA NAIDU,Independent,1318,0.1,Lost
Andhra Pradesh,Rajampet,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1071,0.08,Lost
Andhra Pradesh,Rajampet,KASTURI OBAIAH NAIDU,Independent,887,0.07,Lost
Andhra Pradesh,Rajampet,ASADI VENKATADRI,Independent,691,0.05,Lost
Andhra Pradesh,Rajampet,NOTA,None of the Above,11400,0.86,Lost
Andhra Pradesh,Srikakulam,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,754328,61.05,Won
Andhra Pradesh,Srikakulam,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,426427,34.51,Lost
Andhra Pradesh,Srikakulam,PEDADA PARAMESWARA RAO,Indian National Congress,7172,0.58,Lost
Andhra Pradesh,Srikakulam,SANAPALA SRAVAN KUMAR,Independent,5958,0.48,Lost
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4742,0.38,Lost
Andhra Pradesh,Srikakulam,VABA YOGESWARA RAO,Independent,3598,0.29,Lost
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,2536,0.21,Lost
Andhra Pradesh,Srikakulam,YEDDU LAKSHMINARAYANA,Independent,1605,0.13,Lost
Andhra Pradesh,Srikakulam,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1357,0.11,Lost
Andhra Pradesh,Srikakulam,IPPILI SEETHARAJU,Jai Bharat National Party,1130,0.09,Lost
Andhra Pradesh,Srikakulam,KAYA DURGARAO,Navarang Congress Party,818,0.07,Lost
Andhra Pradesh,Srikakulam,CHELLURI DANIYAL,Independent,816,0.07,Lost
Andhra Pradesh,Srikakulam,BOMMALI TIRUPATI RAO,Pyramid Party of India,594,0.05,Lost
Andhra Pradesh,Srikakulam,NOTA,None of the Above,24605,1.99,Lost
Andhra Pradesh,Thirupathi(SC),GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,632228,45.73,Won
Andhra Pradesh,Thirupathi(SC),VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,617659,44.67,Lost
Andhra Pradesh,Thirupathi(SC),CHINTA MOHAN,Indian National Congress,65523,4.74,Lost
Andhra Pradesh,Thirupathi(SC),PENUMURU. GURAPPA,Bahujan Samaj Party,10506,0.76,Lost
Andhra Pradesh,Thirupathi(SC),KATTAMANCHI. PRABHAKAR,Independent,5802,0.42,Lost
Andhra Pradesh,Thirupathi(SC),M UMADEVI,Janata Congress,5425,0.39,Lost
Andhra Pradesh,Thirupathi(SC),ALLAM.RAJA,Independent,4970,0.36,Lost
Andhra Pradesh,Thirupathi(SC),VIJAY KUMAR G.SRKR,Liberation Congress Party,4302,0.31,Lost
Andhra Pradesh,Thirupathi(SC),ANJAIAH.P,Republican Party of India (A),3666,0.27,Lost
Andhra Pradesh,Thirupathi(SC),V.C. NAVEEN GUPTA,Independent,1731,0.13,Lost
Andhra Pradesh,Thirupathi(SC),A. VARAPRASAD,Jatiya Jana Sena Party,1698,0.12,Lost
Andhra Pradesh,Thirupathi(SC),SYAMDHAN KURAPATI,Aihra National Party,1568,0.11,Lost
Andhra Pradesh,Thirupathi(SC),C. PUNYAMURTHY,United Republican Party of India,1515,0.11,Lost
Andhra Pradesh,Thirupathi(SC),KARRA SIVA,Pyramid Party of India,1510,0.11,Lost
Andhra Pradesh,Thirupathi(SC),VELURU. THEJOVATHI,Samajwadi Party,1389,0.1,Lost
Andhra Pradesh,Thirupathi(SC),C. DAVID,Indian Believers Party (IBP),1239,0.09,Lost
Andhra Pradesh,Thirupathi(SC),K. JEEVARATHNAM,Independent,1204,0.09,Lost
Andhra Pradesh,Thirupathi(SC),DASARI. GOWTHAM,Independent,1087,0.08,Lost
Andhra Pradesh,Thirupathi(SC),VIJAYA KUMAR.G,Independent,801,0.06,Lost
Andhra Pradesh,Thirupathi(SC),A. MADHU,Jai Hindustan Party,711,0.05,Lost
Andhra Pradesh,Thirupathi(SC),B. BHARANI BAS,Ambedkar National Congress,688,0.05,Lost
Andhra Pradesh,Thirupathi(SC),Y. MAHESH,Independent,622,0.04,Lost
Andhra Pradesh,Thirupathi(SC),PRASAD PATIBANDLA,Independent,608,0.04,Lost
Andhra Pradesh,Thirupathi(SC),NOTA,None of the Above,16118,1.17,Lost
Andhra Pradesh,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,794154,58.21,Won
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,512069,37.53,Lost
Andhra Pradesh,Vijayawada,BHARGAV VALLURU,Indian National Congress,24106,1.77,Lost
Andhra Pradesh,Vijayawada,KRISHNA KISHORE YANAMANDRA,Navataram Party,7878,0.58,Lost
Andhra Pradesh,Vijayawada,VENKATA ASHOK PAPPURI,Independent,6672,0.49,Lost
Andhra Pradesh,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199,0.23,Lost
Andhra Pradesh,Vijayawada,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2233,0.16,Lost
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,Independent,1240,0.09,Lost
Andhra Pradesh,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,615,0.05,Lost
Andhra Pradesh,Vijayawada,SYED KHAMURUNNISA,Navarang Congress Party,601,0.04,Lost
Andhra Pradesh,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,489,0.04,Lost
Andhra Pradesh,Vijayawada,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,417,0.03,Lost
Andhra Pradesh,Vijayawada,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),368,0.03,Lost
Andhra Pradesh,Vijayawada,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,331,0.02,Lost
Andhra Pradesh,Vijayawada,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),327,0.02,Lost
Andhra Pradesh,Vijayawada,N DASARADHA RAMI REDDY,All India Jaihind Party,269,0.02,Lost
Andhra Pradesh,Vijayawada,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,244,0.02,Lost
Andhra Pradesh,Vijayawada,NOTA,None of the Above,9193,0.67,Lost
Andhra Pradesh,Visakhapatnam,SRIBHARAT MATHUKUMILI,Telugu Desam,907467,65.42,Won
Andhra Pradesh,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,403220,29.07,Lost
Andhra Pradesh,Visakhapatnam,P. SATYA REDDY,Indian National Congress,30267,2.18,Lost
Andhra Pradesh,Visakhapatnam,K.A. PAUL,Praja Shanthi Party,7696,0.55,Lost
Andhra Pradesh,Visakhapatnam,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6091,0.44,Lost
Andhra Pradesh,Visakhapatnam,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4884,0.35,Lost
Andhra Pradesh,Visakhapatnam,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2537,0.18,Lost
Andhra Pradesh,Visakhapatnam,ARUNA SRI MURALA,Independent,1993,0.14,Lost
Andhra Pradesh,Visakhapatnam,VASUPILLI SURESH,Independent,1933,0.14,Lost
Andhra Pradesh,Visakhapatnam,SONDI KRISHNA.,Independent,1818,0.13,Lost
Andhra Pradesh,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1109,0.08,Lost
Andhra Pradesh,Visakhapatnam,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),950,0.07,Lost
Andhra Pradesh,Visakhapatnam,BANNA. RAMESH,Dalita Bahujana Party,948,0.07,Lost
Andhra Pradesh,Visakhapatnam,P. SATYA VANI,Pyramid Party of India,882,0.06,Lost
Andhra Pradesh,Visakhapatnam,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,767,0.06,Lost
Andhra Pradesh,Visakhapatnam,CHAPPIDI RAMU,Independent,757,0.05,Lost
Andhra Pradesh,Visakhapatnam,M.G.M. KHAN,Independent,742,0.05,Lost
Andhra Pradesh,Visakhapatnam,SHANKAR DEVARA YADAV,Independent,661,0.05,Lost
Andhra Pradesh,Visakhapatnam,VENU MADHAV KARRI,Independent,647,0.05,Lost
Andhra Pradesh,Visakhapatnam,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,638,0.05,Lost
Andhra Pradesh,Visakhapatnam,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,633,0.05,Lost
Andhra Pradesh,Visakhapatnam,PIDIDHI APPARAO,Independent,580,0.04,Lost
Andhra Pradesh,Visakhapatnam,G.A.N. ANAND,Independent,543,0.04,Lost
Andhra Pradesh,Visakhapatnam,VADDI. HARI GANESH,Independent,520,0.04,Lost
Andhra Pradesh,Visakhapatnam,JANARDHAN PONNADA.,Independent,500,0.04,Lost
Andhra Pradesh,Visakhapatnam,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,500,0.04,Lost
Andhra Pradesh,Visakhapatnam,JALADI VIJAYA KUMARI,Samajwadi Party,466,0.03,Lost
Andhra Pradesh,Visakhapatnam,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,448,0.03,Lost
Andhra Pradesh,Visakhapatnam,GANDIKOTA RAJESH,Navataram Party,393,0.03,Lost
Andhra Pradesh,Visakhapatnam,KOLLI NAGA RAJU,Independent,329,0.02,Lost
Andhra Pradesh,Visakhapatnam,METTA RAMA RAO,Independent,326,0.02,Lost
Andhra Pradesh,Visakhapatnam,LAGUDU. GOVINDA RAO,Independent,294,0.02,Lost
Andhra Pradesh,Visakhapatnam,MALLA SRAVANI,Independent,273,0.02,Lost
Andhra Pradesh,Visakhapatnam,NOTA,None of the Above,5313,0.38,Lost
Andhra Pradesh,Vizianagaram,APPALANAIDU KALISETTI,Telugu Desam,743113,57.2,Won
Andhra Pradesh,Vizianagaram,BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party,493762,38,Lost
Andhra Pradesh,Vizianagaram,BOBBILI SRINU,Indian National Congress,10623,0.82,Lost
Andhra Pradesh,Vizianagaram,PEERUBANDI PRAKASH RAO,Bahujan Samaj Party,8038,0.62,Lost
Andhra Pradesh,Vizianagaram,VELURI VENKATA TRINADHARAO,Independent,4152,0.32,Lost
Andhra Pradesh,Vizianagaram,ALLU SRIRAMULU,Independent,3401,0.26,Lost
Andhra Pradesh,Vizianagaram,SIYYADULA YELLA RAO,Independent,3107,0.24,Lost
Andhra Pradesh,Vizianagaram,SRINIVASA RAO SAMBHANA,Yuga Thulasi Party,1761,0.14,Lost
Andhra Pradesh,Vizianagaram,MARISERLA KRISHNAMURTHY NAIDU,Independent,1629,0.13,Lost
Andhra Pradesh,Vizianagaram,VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party,1553,0.12,Lost
Andhra Pradesh,Vizianagaram,CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party,1411,0.11,Lost
Andhra Pradesh,Vizianagaram,ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party,1070,0.08,Lost
Andhra Pradesh,Vizianagaram,ADINARAYANA TADDI,Independent,856,0.07,Lost
Andhra Pradesh,Vizianagaram,P V A ANANDA SAGAR,Independent,791,0.06,Lost
Andhra Pradesh,Vizianagaram,SAKHINETI ANANTHA RAJU,Pyramid Party of India,725,0.06,Lost
Andhra Pradesh,Vizianagaram,NOTA,None of the Above,23250,1.79,Lost
Arunachal Pradesh,Arunachal East,TAPIR GAO,Bharatiya Janata Party,145581,45.01,Won
Arunachal Pradesh,Arunachal East,BOSIRAM SIRAM,Indian National Congress,115160,35.6,Lost
Arunachal Pradesh,Arunachal East,TAMAT GAMOH,Independent,27603,8.53,Lost
Arunachal Pradesh,Arunachal East,SOTAI KRI,Independent,14213,4.39,Lost
Arunachal Pradesh,Arunachal East,OMAK NITIK,Independent,9369,2.9,Lost
Arunachal Pradesh,Arunachal East,BANDEY MILI,Arunachal Democratic Party,6622,02.05,Lost
Arunachal Pradesh,Arunachal East,NOTA,None of the Above,4895,1.51,Lost
Arunachal Pradesh,Arunachal West,KIREN RIJIJU,Bharatiya Janata Party,205417,51.38,Won
Arunachal Pradesh,Arunachal West,NABAM TUKI,Indian National Congress,104679,26.18,Lost
Arunachal Pradesh,Arunachal West,TECHI RANA,Independent,33314,8.33,Lost
Arunachal Pradesh,Arunachal West,TOKO SHEETAL,Gana Suraksha Party,30530,7.64,Lost
Arunachal Pradesh,Arunachal West,BIMPAK SIGA,Independent,11518,2.88,Lost
Arunachal Pradesh,Arunachal West,RUHI TAGUNG,Independent,7821,1.96,Lost
Arunachal Pradesh,Arunachal West,LEKI NORBU,Independent,2271,0.57,Lost
Arunachal Pradesh,Arunachal West,TANIA JUNE,Independent,1958,0.49,Lost
Arunachal Pradesh,Arunachal West,NOTA,None of the Above,2296,0.57,Lost
Assam,Barpeta,PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,860113,51.02,Won
Assam,Barpeta,DEEP BAYAN,Indian National Congress,637762,37.83,Lost
Assam,Barpeta,MANORANJAN TALUKDAR,Communist Party of India  (Marxist),96138,5.7,Lost
Assam,Barpeta,ABUL KALAM AZAD,All India Trinamool Congress,16432,0.97,Lost
Assam,Barpeta,DEWAN MOHIBUL ISLAM,Independent,9941,0.59,Lost
Assam,Barpeta,SAMEJ UDDIN,Bodoland Peoples Front,9692,0.57,Lost
Assam,Barpeta,DULU AHMED,Independent,9338,0.55,Lost
Assam,Barpeta,MATIAR RAHMAN,Independent,7935,0.47,Lost
Assam,Barpeta,JAGANNATH RAY,Independent,5548,0.33,Lost
Assam,Barpeta,SHAJAHAN ALI KHAN,Voters Party  International,4448,0.26,Lost
Assam,Barpeta,AYNAL HAQUE,Independent,3192,0.19,Lost
Assam,Barpeta,CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),3131,0.19,Lost
Assam,Barpeta,AMZAD ALI,Republican Party of India (Athawale),2679,0.16,Lost
Assam,Barpeta,ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,2477,0.15,Lost
Assam,Barpeta,NOTA,None of the Above,17117,01.02,Lost
Assam,Darrang-Udalguri,DILIP SAIKIA,Bharatiya Janata Party,868387,47.95,Won
Assam,Darrang-Udalguri,MADHAB RAJBANGSHI,Indian National Congress,539375,29.78,Lost
Assam,Darrang-Udalguri,DURGADAS BORO,Bodoland Peoples Front,310574,17.15,Lost
Assam,Darrang-Udalguri,DANIEL MARDI,Independent,14291,0.79,Lost
Assam,Darrang-Udalguri,AROON BAROOA,Bharatheeya Jawan Kisan Party,12563,0.69,Lost
Assam,Darrang-Udalguri,SWARNA DEVI,Gana Suraksha Party,11112,0.61,Lost
Assam,Darrang-Udalguri,LALIT PEGU,Voters Party  International,10915,0.6,Lost
Assam,Darrang-Udalguri,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),7452,0.41,Lost
Assam,Darrang-Udalguri,ABUL KASEM,Republican Party of India (Athawale),4973,0.27,Lost
Assam,Darrang-Udalguri,BIREN BASAK,Bharatiya Gana Parishad,4623,0.26,Lost
Assam,Darrang-Udalguri,ABDUL HAMED,Rashtriya Ulama Council,3731,0.21,Lost
Assam,Darrang-Udalguri,NOTA,None of the Above,23204,1.28,Lost
Assam,Dhubri,RAKIBUL HUSSAIN,Indian National Congress,1471885,59.99,Won
Assam,Dhubri,MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,459409,18.72,Lost
Assam,Dhubri,ZABED ISLAM,Asom Gana Parishad,438594,17.88,Lost
Assam,Dhubri,S. M. JIAUL HAQUE,Bharatiya Gana Parishad,12106,0.49,Lost
